--- 2026-01-19_22-00-02 ---
sfang6 35.7204GB
jkim234 6.46646GB
root 1.13215GB
gdm 0.607967GB
pcp 0.0754662GB
polkitd 0.0360947GB
kbae2 0.0350723GB
colord 0.01437GB
dbus 0.00746918GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

