--- 2026-05-10_23-00-03 ---
jhwang24 7.14168GB
root 0.935394GB
gdm 0.304787GB
pcp 0.111614GB
kbae2 0.0365219GB
polkitd 0.032032GB
colord 0.0071907GB
dbus 0.00562286GB
avahi 0.00398254GB
daemon 0.00390244GB
rpc 0.00340652GB
chrony 0.0032196GB
rtkit 0.00257111GB
dnsmasq 0.00162506GB
libstor+ 0.00125885GB

