--- 2025-10-22_09-00-01 ---
root 0.682968GB
gdm 0.166157GB
jhwang24 0.131748GB
pcp 0.0439796GB
kbae2 0.0348206GB
polkitd 0.0286484GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

