--- 2026-08-26_06-00-01 ---
libstor+ 7.62939e-06GB
kbae2 6.47834GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 1.03555GB
root 0.441696GB
gdm 0.119244GB
pcp 0.0312767GB
iansari2 0.0234566GB
tgu4 0.0140648GB
sfang6 0.0122719GB
jhwang24 0.00879669GB
polkitd 0.00544357GB
dbus 0.00368118GB
daemon 0.000431061GB
avahi 0.000354767GB
chrony 0.000221252GB
rtkit 0.000106812GB
rpc 0GB

