--- 2026-02-10_14-00-01 ---
sfang6 12.1421GB
root 0.788467GB
gdm 0.260376GB
kbae2 0.101471GB
pcp 0.0548172GB
polkitd 0.0277252GB
dbus 0.00637436GB
colord 0.00486755GB
chrony 0.00442505GB
daemon 0.00435638GB
avahi 0.00423431GB
rpc 0.0038414GB
rtkit 0.00321198GB
dnsmasq 0.00197983GB
libstor+ 0.0017395GB

