--- 2025-11-09_21-00-01 ---
sfang6 7.7347GB
iansari2 1.91966GB
root 0.726498GB
gdm 0.349323GB
jhwang24 0.206963GB
pcp 0.0727501GB
kbae2 0.0349655GB
polkitd 0.0255394GB
colord 0.00860214GB
dbus 0.00588989GB
daemon 0.00548935GB
rpc 0.00497437GB
avahi 0.003582GB
chrony 0.0033989GB
rtkit 0.00322342GB
dnsmasq 0.00204849GB
libstor+ 0.00183487GB

