--- 2026-07-18_04-00-01 ---
jhwang24 6.1148GB
libstor+ 1.14441e-05GB
kbae2 1.02876GB
sfang6 0.62999GB
gdm 0.504013GB
root 0.47097GB
jkim234 0.240753GB
pcp 0.0297699GB
polkitd 0.0159988GB
iansari2 0.0157013GB
colord 0.00552368GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000431061GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

