--- 2025-11-13_02-00-02 ---
jkim234 16.2768GB
iansari2 4.04102GB
root 0.583973GB
gdm 0.139515GB
sfang6 0.0406036GB
kbae2 0.0324936GB
pcp 0.0269966GB
polkitd 0.0268021GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

