--- 2026-01-23_06-00-02 ---
jkim234 9.21568GB
root 1.14723GB
gdm 0.608864GB
pcp 0.0439186GB
polkitd 0.0392609GB
kbae2 0.0349655GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

