--- 2026-04-25_09-00-02 ---
jkim234 6.00939GB
root 1.07614GB
gdm 0.432217GB
pcp 0.0487823GB
polkitd 0.0377579GB
kbae2 0.0367775GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

