--- 2026-07-21_10-00-01 ---
kbae2 31.885GB
sfang6 7.8435GB
jhwang24 6.78527GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.420307GB
gdm 0.142452GB
pcp 0.0697174GB
iansari2 0.0110092GB
polkitd 0.00682831GB
dbus 0.00331879GB
colord 0.00140381GB
chrony 0.000904083GB
avahi 0.000812531GB
daemon 0.000305176GB
rpc 0GB
dnsmasq 0GB

