--- 2026-05-12_02-00-02 ---
jhwang24 2.75865GB
root 0.939262GB
gdm 0.30479GB
kbae2 0.036377GB
polkitd 0.0334892GB
pcp 0.0281219GB
colord 0.0071907GB
dbus 0.00562286GB
avahi 0.00398254GB
daemon 0.00390244GB
rpc 0.00340652GB
chrony 0.0032196GB
rtkit 0.00257111GB
dnsmasq 0.00162506GB
libstor+ 0.00125885GB

