--- 2025-10-24_06-00-03 ---
jhwang24 3.92281GB
root 0.725487GB
gdm 0.166935GB
kbae2 0.0348206GB
pcp 0.0314369GB
polkitd 0.0304184GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

