--- 2026-07-21_03-00-01 ---
kbae2 22.2507GB
sfang6 7.79174GB
jhwang24 6.93038GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.414719GB
gdm 0.144375GB
pcp 0.0232506GB
polkitd 0.00709152GB
iansari2 0.00600815GB
dbus 0.0033989GB
colord 0.00156021GB
chrony 0.000999451GB
avahi 0.000896454GB
daemon 0.000339508GB
rpc 0GB
dnsmasq 0GB

