--- 2026-07-28_02-00-01 ---
kbae2 22.4194GB
rtkit 9.53674e-05GB
dnsmasq 4.95911e-05GB
sfang6 4.60585GB
libstor+ 1.14441e-05GB
root 0.450161GB
jkim234 0.378223GB
gdm 0.117016GB
jhwang24 0.0242386GB
pcp 0.02005GB
iansari2 0.0104752GB
polkitd 0.0101166GB
dbus 0.00309372GB
colord 0.000751495GB
avahi 0.000549316GB
chrony 0.000526428GB
daemon 0.000209808GB
rpc 0GB

