--- 2026-05-07_23-00-02 ---
jkim234 48.2586GB
sfang6 10.446GB
root 0.968845GB
gdm 0.309105GB
pcp 0.110001GB
jhwang24 0.0566902GB
kbae2 0.0364113GB
polkitd 0.0286484GB
colord 0.00774765GB
dbus 0.00571823GB
daemon 0.00409317GB
avahi 0.00404358GB
rpc 0.00343704GB
chrony 0.00328827GB
rtkit 0.00259399GB
dnsmasq 0.00163269GB
libstor+ 0.00127029GB

