--- 2026-02-03_22-00-07 ---
root 0.807293GB
gdm 0.322071GB
kbae2 0.0994072GB
pcp 0.07164GB
sfang6 0.0383034GB
polkitd 0.0286102GB
colord 0.00842667GB
dbus 0.00709534GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

