--- 2026-07-17_21-00-02 ---
sfang6 11.6205GB
jhwang24 6.19254GB
libstor+ 1.14441e-05GB
kbae2 0.91143GB
gdm 0.687588GB
root 0.470161GB
jkim234 0.196495GB
pcp 0.0785141GB
polkitd 0.0152817GB
iansari2 0.0148697GB
colord 0.00716019GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

