--- 2025-10-23_20-00-01 ---
jhwang24 3.17326GB
root 0.697662GB
gdm 0.166859GB
pcp 0.0587997GB
kbae2 0.0346375GB
polkitd 0.0303383GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

