--- 2026-07-09_14-00-01 ---
kbae2 18.4801GB
sfang6 9.54189GB
libstor+ 9.15527e-05GB
jkim234 1.75377GB
root 0.57552GB
gdm 0.119865GB
pcp 0.0478096GB
polkitd 0.0102348GB
iansari2 0.00992584GB
dbus 0.00359726GB
chrony 0.00152588GB
avahi 0.00135803GB
daemon 0.000839233GB
rpc 0.000335693GB
rtkit 0.000198364GB
colord 0.000198364GB
dnsmasq 0.000106812GB

