--- 2025-10-26_05-00-02 ---
libstor+ 4.95911e-05GB
dnsmasq 1.52588e-05GB
root 0.35593GB
gdm 0.109806GB
kbae2 0.0342522GB
pcp 0.0242233GB
polkitd 0.023838GB
jhwang24 0.00574875GB
gsgatlin 0.00419235GB
dbus 0.00300217GB
avahi 0.000408173GB
daemon 0.00037384GB
chrony 0.000228882GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

