--- 2026-01-21_05-00-01 ---
jkim234 2.35281GB
root 1.14411GB
gdm 0.608711GB
pcp 0.0433769GB
polkitd 0.0371628GB
kbae2 0.0351715GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

