--- 2026-02-09_22-00-02 ---
sfang6 17.0608GB
root 0.803257GB
gdm 0.259926GB
pcp 0.0601044GB
kbae2 0.0345917GB
polkitd 0.0269432GB
dbus 0.00622559GB
colord 0.00486755GB
chrony 0.00442505GB
daemon 0.00435638GB
avahi 0.00423431GB
rpc 0.0038414GB
rtkit 0.00321198GB
dnsmasq 0.00197983GB
libstor+ 0.0017395GB

