--- 2025-10-15_13-00-05 ---
jkim234 1.9362GB
root 0.648312GB
gdm 0.184734GB
pcp 0.0455055GB
kbae2 0.034771GB
polkitd 0.0275803GB
dbus 0.00482178GB
avahi 0.00374222GB
chrony 0.00278473GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

