--- 2026-07-01_07-00-02 ---
sfang6 14.6854GB
libstor+ 9.15527e-05GB
jkim234 0.713409GB
root 0.517868GB
gdm 0.125328GB
kbae2 0.0375977GB
pcp 0.032196GB
jhwang24 0.0277443GB
iansari2 0.0180206GB
polkitd 0.0159149GB
dbus 0.00391769GB
chrony 0.00195312GB
daemon 0.000999451GB
rtkit 0.000495911GB
avahi 0.000427246GB
rpc 0.000347137GB
colord 0.000209808GB
dnsmasq 0.000106812GB

