--- 2026-01-02_12-00-01 ---
root 1.0105GB
gdm 0.688858GB
kbae2 0.0955849GB
pcp 0.0552788GB
polkitd 0.0370979GB
sfang6 0.0319328GB
colord 0.0133629GB
dbus 0.00747681GB
daemon 0.00681686GB
rpc 0.0053215GB
avahi 0.00524521GB
chrony 0.00440979GB
rtkit 0.00350571GB
dnsmasq 0.00214005GB
libstor+ 0.00185394GB

