--- 2025-11-29_19-00-01 ---
root 1.07497GB
gdm 0.691803GB
kbae2 0.096283GB
pcp 0.0667648GB
polkitd 0.0401573GB
skanumu2 0.0344849GB
colord 0.0133247GB
dbus 0.00752258GB
daemon 0.00675583GB
rpc 0.00537109GB
avahi 0.00535583GB
chrony 0.00437164GB
rtkit 0.00351334GB
dnsmasq 0.00269318GB
libstor+ 0.00191116GB

