--- 2025-10-08_23-00-02 ---
jkim234 38.0043GB
kbae2 14.3598GB
root 0.574169GB
gdm 0.17569GB
pcp 0.0644798GB
sfang6 0.0242538GB
polkitd 0.0174408GB
dbus 0.0048027GB
avahi 0.00370026GB
chrony 0.00272369GB
daemon 0.00256348GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

