--- 2026-07-20_01-00-02 ---
kbae2 30.4369GB
dnsmasq 9.53674e-05GB
sfang6 5.39626GB
libstor+ 1.14441e-05GB
root 0.444561GB
gdm 0.218597GB
pcp 0.0182991GB
iansari2 0.0107727GB
jhwang24 0.0101433GB
polkitd 0.00986481GB
jkim234 0.00437927GB
dbus 0.00404739GB
colord 0.0027771GB
chrony 0.000831604GB
rtkit 0.000621796GB
avahi 0.000480652GB
daemon 0.000305176GB
rpc 0GB

