--- 2026-07-25_01-00-01 ---
kbae2 14.7319GB
rtkit 9.53674e-05GB
sfang6 5.4973GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.415855GB
gdm 0.118431GB
jhwang24 0.0259552GB
pcp 0.0175323GB
iansari2 0.010025GB
polkitd 0.00726318GB
dbus 0.00306702GB
chrony 0.000785828GB
colord 0.000759125GB
avahi 0.000549316GB
daemon 0.000209808GB
rpc 0GB

