--- 2025-10-28_01-00-05 ---
libstor+ 4.95911e-05GB
iansari2 4.71566GB
dnsmasq 1.52588e-05GB
root 0.627193GB
gdm 0.115227GB
sfang6 0.037262GB
kbae2 0.0345345GB
polkitd 0.0270844GB
pcp 0.0178528GB
gsgatlin 0.016304GB
dbus 0.00319672GB
avahi 0.00133896GB
daemon 0.00037384GB
chrony 0.000228882GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

