--- 2025-10-24_21-00-03 ---
libstor+ 4.95911e-05GB
dnsmasq 1.52588e-05GB
root 0.329201GB
gdm 0.12178GB
pcp 0.0425072GB
kbae2 0.0346909GB
polkitd 0.0170097GB
jhwang24 0.00722122GB
gsgatlin 0.00654221GB
dbus 0.0033226GB
avahi 0.00127411GB
chrony 0.00082016GB
daemon 0.00019455GB
rtkit 0.000144958GB
rpc 0.000125885GB
colord 0GB

