--- 2025-10-15_22-00-02 ---
jkim234 2.62271GB
root 0.761841GB
gdm 0.184723GB
pcp 0.0627327GB
kbae2 0.0345459GB
polkitd 0.0281181GB
dbus 0.00482178GB
avahi 0.00374222GB
chrony 0.00278473GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

