--- 2026-03-20_09-00-02 ---
jkim234 1.96494GB
root 0.81179GB
gdm 0.537857GB
pcp 0.0502548GB
kbae2 0.0353165GB
polkitd 0.0316582GB
colord 0.0120621GB
dbus 0.00753403GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

