--- 2025-10-29_12-00-02 ---
jhwang24 14.3774GB
rpc 9.15527e-05GB
daemon 3.8147e-05GB
libstor+ 3.43323e-05GB
iansari2 1.77819GB
jkim234 1.53229GB
dnsmasq 1.52588e-05GB
root 0.512222GB
gdm 0.115467GB
kbae2 0.0346069GB
pcp 0.0304337GB
polkitd 0.0213127GB
dbus 0.00405121GB
chrony 0.00167465GB
avahi 0.000976562GB
rtkit 0.000293732GB
colord 0GB

