--- 2026-09-25_10-00-02 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 1.58969GB
root 0.602562GB
gdm 0.117653GB
jhwang24 0.0401268GB
pcp 0.0374908GB
iansari2 0.0262222GB
tgu4 0.0179558GB
sfang6 0.0148849GB
polkitd 0.013504GB
dbus 0.00331116GB
avahi 0.00114822GB
chrony 0.00100327GB
rtkit 0.000370026GB
daemon 0.000259399GB
rpc 0GB

