--- 2026-04-21_09-00-02 ---
jkim234 4.12105GB
root 1.02615GB
gdm 0.432072GB
pcp 0.0497513GB
polkitd 0.0403786GB
kbae2 0.0361595GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

