--- 2026-05-07_13-00-02 ---
jhwang24 71.511GB
root 1.13208GB
gdm 0.40189GB
pcp 0.0814171GB
kbae2 0.0363922GB
polkitd 0.0351295GB
colord 0.0107269GB
dbus 0.00680542GB
daemon 0.00587082GB
rpc 0.00497055GB
avahi 0.00491333GB
chrony 0.00460434GB
rtkit 0.0034256GB
dnsmasq 0.00219345GB
libstor+ 0.00170135GB

