--- 2026-01-23_04-00-04 ---
jkim234 9.21521GB
root 1.14714GB
gdm 0.60886GB
pcp 0.0411682GB
polkitd 0.0391731GB
kbae2 0.0350761GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

