--- 2025-11-13_01-00-02 ---
jkim234 16.1427GB
iansari2 4.03926GB
root 0.583248GB
gdm 0.139511GB
sfang6 0.0406036GB
kbae2 0.0350342GB
polkitd 0.0267143GB
pcp 0.0246124GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

