--- 2026-05-11_11-00-02 ---
jhwang24 2.73866GB
root 0.934025GB
gdm 0.304787GB
pcp 0.0580978GB
kbae2 0.0362396GB
polkitd 0.0327644GB
colord 0.0071907GB
dbus 0.00562286GB
avahi 0.00398254GB
daemon 0.00390244GB
rpc 0.00340652GB
chrony 0.0032196GB
rtkit 0.00257111GB
dnsmasq 0.00162506GB
libstor+ 0.00125885GB

