--- 2026-07-11_01-00-01 ---
libstor+ 9.15527e-05GB
kbae2 7.71239GB
jkim234 0.986797GB
root 0.527538GB
gdm 0.140453GB
sfang6 0.0273743GB
pcp 0.0174026GB
iansari2 0.00951385GB
polkitd 0.00883865GB
dbus 0.00349808GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

