--- 2026-06-29_04-00-02 ---
jhwang24 9.41878GB
libstor+ 9.15527e-05GB
sfang6 6.50887GB
jkim234 1.89989GB
root 0.695187GB
gdm 0.140087GB
kbae2 0.0934296GB
pcp 0.0301056GB
polkitd 0.0229149GB
iansari2 0.021122GB
dbus 0.00492096GB
chrony 0.00209808GB
avahi 0.00204086GB
daemon 0.00102615GB
rtkit 0.000831604GB
rpc 0.000350952GB
colord 0.000209808GB
dnsmasq 0.000106812GB

