--- 2025-09-18_21-00-01 ---
sfang6 14.4922GB
iansari2 1.92721GB
root 0.491173GB
gdm 0.183784GB
kbae2 0.0918427GB
pcp 0.0587425GB
polkitd 0.0109558GB
dbus 0.00493622GB
colord 0.00363922GB
avahi 0.00354385GB
daemon 0.00262451GB
chrony 0.0022583GB
rpc 0.00219727GB
rtkit 0.00194168GB
dnsmasq 0.00179291GB
libstor+ 0.00166702GB

