--- 2026-05-06_18-00-02 ---
sfang6 13.8326GB
jhwang24 13.4301GB
root 1.20975GB
gdm 0.428596GB
pcp 0.0698929GB
kbae2 0.0370216GB
polkitd 0.0366364GB
colord 0.0111694GB
dbus 0.007267GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

