--- 2026-01-21_19-00-07 ---
root 1.12463GB
jkim234 0.675549GB
gdm 0.608723GB
pcp 0.0682259GB
polkitd 0.0378876GB
kbae2 0.0349846GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

