--- 2026-03-23_03-00-01 ---
jkim234 2.01435GB
root 0.861885GB
gdm 0.537701GB
kbae2 0.104267GB
pcp 0.0398979GB
polkitd 0.0322571GB
colord 0.0120621GB
dbus 0.00757217GB
daemon 0.00651932GB
avahi 0.00564957GB
rpc 0.00524139GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

