--- 2026-08-06_21-00-02 ---
kbae2 36.115GB
dnsmasq 4.95911e-05GB
jkim234 1.28733GB
libstor+ 1.14441e-05GB
root 0.559212GB
gdm 0.118698GB
pcp 0.0587425GB
sfang6 0.0224037GB
iansari2 0.0135155GB
polkitd 0.0107689GB
jhwang24 0.00790787GB
dbus 0.00311661GB
avahi 0.00106049GB
colord 0.000740051GB
rtkit 0.00056076GB
chrony 0.000450134GB
daemon 0.000209808GB
rpc 0GB

