--- 2026-07-27_02-00-02 ---
kbae2 39.1383GB
rtkit 9.53674e-05GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
sfang6 0.609081GB
root 0.426865GB
gdm 0.115349GB
jhwang24 0.023838GB
pcp 0.0193024GB
iansari2 0.0109673GB
polkitd 0.00693893GB
dbus 0.00306702GB
colord 0.000751495GB
avahi 0.000549316GB
chrony 0.000526428GB
daemon 0.000209808GB
rpc 0GB

