--- 2026-05-07_18-00-01 ---
jhwang24 76.6267GB
sfang6 12.3626GB
root 1.00826GB
gdm 0.340862GB
pcp 0.106079GB
kbae2 0.0364113GB
polkitd 0.0303879GB
colord 0.00896454GB
dbus 0.00580597GB
daemon 0.00432587GB
avahi 0.00407791GB
chrony 0.00364304GB
rpc 0.00354004GB
rtkit 0.00263977GB
dnsmasq 0.0016861GB
libstor+ 0.00130844GB

