--- 2025-10-07_04-00-01 ---
kbae2 0.983513GB
root 0.573784GB
gdm 0.179039GB
pcp 0.0277138GB
sfang6 0.0251808GB
polkitd 0.0188789GB
dbus 0.00482178GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

