--- 2025-11-13_17-00-01 ---
jkim234 7.35504GB
kbae2 5.34099GB
iansari2 3.96165GB
root 0.73455GB
gdm 0.139507GB
pcp 0.0586395GB
polkitd 0.0258102GB
jhwang24 0.0114479GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

