--- 2026-03-14_07-00-03 ---
sfang6 10.2544GB
root 1.04917GB
gdm 0.706623GB
kbae2 0.0921097GB
pcp 0.0485954GB
polkitd 0.0387306GB
colord 0.0129738GB
dbus 0.0080986GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

