--- 2025-11-13_04-00-02 ---
jkim234 5.93754GB
iansari2 4.0935GB
root 0.587132GB
gdm 0.139534GB
sfang6 0.0406036GB
kbae2 0.034668GB
pcp 0.0298996GB
polkitd 0.0270119GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

