--- 2026-07-21_20-00-01 ---
kbae2 24.9252GB
sfang6 13.3966GB
jhwang24 6.81209GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.430717GB
gdm 0.139286GB
pcp 0.0991898GB
iansari2 0.00914383GB
polkitd 0.0057373GB
dbus 0.00307083GB
colord 0.00105286GB
avahi 0.000675201GB
chrony 0.000621796GB
daemon 0.000217438GB
rpc 0GB
dnsmasq 0GB

