--- 2026-02-03_00-00-02 ---
kbae2 3.27438GB
jkim234 1.90777GB
root 0.87714GB
gdm 0.321899GB
pcp 0.0752983GB
sfang6 0.0410309GB
polkitd 0.0285645GB
colord 0.00842667GB
dbus 0.00709534GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

