--- 2026-05-08_04-00-01 ---
jkim234 59.7868GB
sfang6 10.0737GB
jhwang24 10.0207GB
root 0.981159GB
gdm 0.308418GB
kbae2 0.0365868GB
pcp 0.0360298GB
polkitd 0.0285187GB
colord 0.00770187GB
dbus 0.00567627GB
daemon 0.00409317GB
avahi 0.00402451GB
rpc 0.00343704GB
chrony 0.00328827GB
rtkit 0.00259399GB
dnsmasq 0.00163269GB
libstor+ 0.00127029GB

