--- 2025-10-24_19-00-02 ---
sfang6 79.0591GB
libstor+ 4.95911e-05GB
dnsmasq 1.52588e-05GB
root 0.323105GB
gdm 0.121227GB
pcp 0.0391579GB
kbae2 0.0343246GB
polkitd 0.0167923GB
jhwang24 0.00660706GB
gsgatlin 0.00654221GB
dbus 0.00331497GB
avahi 0.00127411GB
chrony 0.00082016GB
daemon 0.00019455GB
rtkit 0.000144958GB
rpc 0.000125885GB
colord 0GB

