--- 2025-10-04_19-00-01 ---
kbae2 1.07249GB
root 0.554676GB
gdm 0.178715GB
pcp 0.0565872GB
sfang6 0.0253181GB
polkitd 0.0163994GB
dbus 0.00468445GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

