--- 2026-09-02_10-00-01 ---
libstor+ 7.62939e-06GB
kbae2 7.59231GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 0.671764GB
jhwang24 0.63755GB
root 0.636234GB
gdm 0.143826GB
pcp 0.0439377GB
polkitd 0.0307045GB
iansari2 0.0264282GB
tgu4 0.0161209GB
sfang6 0.0143814GB
dbus 0.00393677GB
chrony 0.00255966GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

