--- 2025-10-13_10-00-02 ---
sfang6 10.8275GB
root 0.639771GB
gdm 0.183777GB
pcp 0.0419922GB
kbae2 0.034462GB
polkitd 0.0240593GB
dbus 0.00482178GB
avahi 0.00373077GB
chrony 0.00272369GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

