--- 2025-11-14_10-00-01 ---
jhwang24 7.4519GB
jkim234 7.05761GB
iansari2 3.1151GB
root 0.754509GB
gdm 0.137016GB
kbae2 0.107307GB
pcp 0.0442924GB
sfang6 0.0386124GB
polkitd 0.0241966GB
dbus 0.00386047GB
colord 0.00189209GB
avahi 0.00175476GB
chrony 0.00175095GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

