--- 2025-10-22_03-00-03 ---
jhwang24 3.91773GB
root 0.708385GB
gdm 0.166153GB
sfang6 0.037075GB
kbae2 0.0347939GB
pcp 0.0310593GB
polkitd 0.0282593GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

