--- 2026-07-09_10-00-02 ---
libstor+ 9.15527e-05GB
kbae2 3.02409GB
sfang6 2.03388GB
jkim234 2.0155GB
root 0.555126GB
gdm 0.121944GB
pcp 0.0409241GB
polkitd 0.0102501GB
iansari2 0.0101357GB
dbus 0.00359726GB
chrony 0.00152969GB
avahi 0.00136185GB
daemon 0.000839233GB
rpc 0.000335693GB
rtkit 0.000202179GB
colord 0.000198364GB
dnsmasq 0.000106812GB

